Titulo,Autor(es),DOI,URL,Journal,NCBIID,Citation,PMCID,Año de Publicación
The meconium microbiota shares more features with the amniotic fluid microbiota than the maternal fecal and vaginal microbiota.,"He Q, Kwok LY, Xi X, Zhong Z, Ma T, Xu H, Meng H, Zhao F, Zhang H",10.1080/19490976.2020.1794266,https://ncbi.nlm.nih.gov/pubmed/32744162,Gut Microbes,32744162,"He Q, et al. The meconium microbiota shares more features with the amniotic fluid microbiota than the maternal fecal and vaginal microbiota. The meconium microbiota shares more features with the amniotic fluid microbiota than the maternal fecal and vaginal microbiota. 2020; 12:1794266. doi: 10.1080/19490976.2020.1794266",N/A,2020
Changes in the vaginal microbiota associated with primary ovarian failure.,"Wang J, Xu J, Han Q, Chu W, Lu G, Chan WY, Qin Y, Du Y",10.1186/s12866-020-01918-0,https://ncbi.nlm.nih.gov/pubmed/32727366,BMC Microbiol,32727366,"Wang J, et al. Changes in the vaginal microbiota associated with primary ovarian failure. Changes in the vaginal microbiota associated with primary ovarian failure. 2020; 20:230. doi: 10.1186/s12866-020-01918-0",N/A,2020
Association Between Vaginal Bacterial Microbiota and Vaginal Yeast Colonization.,"Eastment MC, Balkus JE, Richardson BA, Srinivasan S, Kimani J, Anzala O, Schwebke J, Fiedler TL, Fredricks DN, McClelland RS",10.1093/infdis/jiaa459,https://ncbi.nlm.nih.gov/pubmed/32726445,J Infect Dis,32726445,"Eastment MC, et al. Association Between Vaginal Bacterial Microbiota and Vaginal Yeast Colonization. Association Between Vaginal Bacterial Microbiota and Vaginal Yeast Colonization. 2021; 223:914-923. doi: 10.1093/infdis/jiaa459",N/A,2021
"Changes in the vaginal microbiota following antibiotic treatment for Mycoplasma genitalium, Chlamydia trachomatis and bacterial vaginosis.","Ahrens P, Andersen LO, Lilje B, Johannesen TB, Dahl EG, Baig S, Jensen JS, Falk L",10.1371/journal.pone.0236036,https://ncbi.nlm.nih.gov/pubmed/32722712,PLoS One,32722712,"Ahrens P, et al. Changes in the vaginal microbiota following antibiotic treatment for Mycoplasma genitalium, Chlamydia trachomatis and bacterial vaginosis. Changes in the vaginal microbiota following antibiotic treatment for Mycoplasma genitalium, Chlamydia trachomatis and bacterial vaginosis. 2020; 15:e0236036. doi: 10.1371/journal.pone.0236036",N/A,2020
Changes in the vaginal microbiota across a gradient of urbanization.,"Vargas-Robles D, Morales N, Rodríguez I, Nieves T, Godoy-Vitorino F, Alcaraz LD, Pérez ME, Ravel J, Forney LJ, Domínguez-Bello MG",10.1038/s41598-020-69111-x,https://ncbi.nlm.nih.gov/pubmed/32719372,Sci Rep,32719372,"Vargas-Robles D, et al. Changes in the vaginal microbiota across a gradient of urbanization. Changes in the vaginal microbiota across a gradient of urbanization. 2020; 10:12487. doi: 10.1038/s41598-020-69111-x",N/A,2020
"Volatile organic compound analysis, a new tool in the quest for preterm birth prediction-an observational cohort study.","Lacey L, Daulton E, Wicaksono A, Covington JA, Quenby S",10.1038/s41598-020-69142-4,https://ncbi.nlm.nih.gov/pubmed/32699319,Sci Rep,32699319,"Lacey L, et al. Volatile organic compound analysis, a new tool in the quest for preterm birth prediction-an observational cohort study. Volatile organic compound analysis, a new tool in the quest for preterm birth prediction-an observational cohort study. 2020; 10:12153. doi: 10.1038/s41598-020-69142-4",N/A,2020
Use of a vaginal probiotic suppository and antibiotics to influence the composition of the endometrial microbiota.,"Kadogami D, Nakaoka Y, Morimoto Y",10.1016/j.repbio.2020.07.001,https://ncbi.nlm.nih.gov/pubmed/32680750,Reprod Biol,32680750,"Kadogami D, et al. Use of a vaginal probiotic suppository and antibiotics to influence the composition of the endometrial microbiota. Use of a vaginal probiotic suppository and antibiotics to influence the composition of the endometrial microbiota. 2020; 20:307-314. doi: 10.1016/j.repbio.2020.07.001",N/A,2020
Vaginal microbiome analysis of healthy women during different periods of gestation.,"Li D, Chi XZ, Zhang L, Chen R, Cao JR, Sun XY, Yang HQ, Liao QP",10.1042/BSR20201766,https://ncbi.nlm.nih.gov/pubmed/32677667,Biosci Rep,32677667,"Li D, et al. Vaginal microbiome analysis of healthy women during different periods of gestation. Vaginal microbiome analysis of healthy women during different periods of gestation. 2020; 40:(unknown pages). doi: 10.1042/BSR20201766",N/A,2020
Tumor microbial diversity and compositional differences among women in Botswana with high-grade cervical dysplasia and cervical cancer.,"Sims TT, Biegert GWG, Ramogola-Masire D, Ngoni K, Solley T, Ning MS, El Alam MB, Mezzari M, Petrosino J, Zetola NM, Schmeler KM, Colbert LE, Klopp AH, Grover S",10.1136/ijgc-2020-001547,https://ncbi.nlm.nih.gov/pubmed/32675252,Int J Gynecol Cancer,32675252,"Sims TT, et al. Tumor microbial diversity and compositional differences among women in Botswana with high-grade cervical dysplasia and cervical cancer. Tumor microbial diversity and compositional differences among women in Botswana with high-grade cervical dysplasia and cervical cancer. 2020; 30:1151-1156. doi: 10.1136/ijgc-2020-001547",N/A,2020
Controlled ovarian stimulation and progesterone supplementation affect vaginal and endometrial microbiota in IVF cycles: a pilot study.,"Carosso A, Revelli A, Gennarelli G, Canosa S, Cosma S, Borella F, Tancredi A, Paschero C, Boatti L, Zanotto E, Sidoti F, Bottino P, Costa C, Cavallo R, Benedetto C",10.1007/s10815-020-01878-4,https://ncbi.nlm.nih.gov/pubmed/32671734,J Assist Reprod Genet,32671734,"Carosso A, et al. Controlled ovarian stimulation and progesterone supplementation affect vaginal and endometrial microbiota in IVF cycles: a pilot study. Controlled ovarian stimulation and progesterone supplementation affect vaginal and endometrial microbiota in IVF cycles: a pilot study. 2020; 37:2315-2326. doi: 10.1007/s10815-020-01878-4",N/A,2020
The Vaginal Microbiota Among Adolescent Girls in Tanzania Around the Time of Sexual Debut.,"Francis SC, Crucitti T, Smekens T, Hansen CH, Andreasen A, Jespers V, Hardy L, Irani J, Changalucha J, Baisley K, Hayes R, Watson-Jones D, Buvé A",10.3389/fcimb.2020.00305,https://ncbi.nlm.nih.gov/pubmed/32670894,Front Cell Infect Microbiol,32670894,"Francis SC, et al. The Vaginal Microbiota Among Adolescent Girls in Tanzania Around the Time of Sexual Debut. The Vaginal Microbiota Among Adolescent Girls in Tanzania Around the Time of Sexual Debut. 2020; 10:305. doi: 10.3389/fcimb.2020.00305",N/A,2020
Consideration of Cultural Practices When Characterizing the Vaginal Microbiota Among African and African American Women.,"Nsereko E, Moreland PJ, Dunlop AL, Nzayirambaho M, Corwin EJ",10.1177/1099800420940788,https://ncbi.nlm.nih.gov/pubmed/32666817,Biol Res Nurs,32666817,"Nsereko E, et al. Consideration of Cultural Practices When Characterizing the Vaginal Microbiota Among African and African American Women. Consideration of Cultural Practices When Characterizing the Vaginal Microbiota Among African and African American Women. 2021; 23:91-99. doi: 10.1177/1099800420940788",N/A,2021
The role of in utero endotoxin exposure in the development of inflammatory bowel disease in mice.,"Banfield E, Fulton W, Burd I, Kovler ML, Sodhi CP, Hackam DJ",10.1111/aji.13302,https://ncbi.nlm.nih.gov/pubmed/32662549,Am J Reprod Immunol,32662549,"Banfield E, et al. The role of in utero endotoxin exposure in the development of inflammatory bowel disease in mice. The role of in utero endotoxin exposure in the development of inflammatory bowel disease in mice. 2020; 84:e13302. doi: 10.1111/aji.13302",N/A,2020
Evaluation of variant calling for cpn60 barcode sequence-based microbiome profiling.,"Vancuren SJ, Dos Santos SJ, Hill JE, Maternal Microbiome Legacy Project Team",10.1371/journal.pone.0235682,https://ncbi.nlm.nih.gov/pubmed/32645030,PLoS One,32645030,"Vancuren SJ, et al. Evaluation of variant calling for cpn60 barcode sequence-based microbiome profiling. Evaluation of variant calling for cpn60 barcode sequence-based microbiome profiling. 2020; 15:e0235682. doi: 10.1371/journal.pone.0235682",N/A,2020
"Daily Vaginal Microbiota Fluctuations Associated with Natural Hormonal Cycle, Contraceptives, Diet, and Exercise.","Song SD, Acharya KD, Zhu JE, Deveney CM, Walther-Antonio MRS, Tetel MJ, Chia N",10.1128/mSphere.00593-20,https://ncbi.nlm.nih.gov/pubmed/32641429,mSphere,32641429,"Song SD, et al. Daily Vaginal Microbiota Fluctuations Associated with Natural Hormonal Cycle, Contraceptives, Diet, and Exercise. Daily Vaginal Microbiota Fluctuations Associated with Natural Hormonal Cycle, Contraceptives, Diet, and Exercise. 2020; 5:(unknown pages). doi: 10.1128/mSphere.00593-20",N/A,2020
The association between vaginal microbiota and female infertility: a systematic review and meta-analysis.,"Hong X, Ma J, Yin J, Fang S, Geng J, Zhao H, Zhu M, Ye M, Zhu X, Xuan Y, Wang B",10.1007/s00404-020-05675-3,https://ncbi.nlm.nih.gov/pubmed/32638096,Arch Gynecol Obstet,32638096,"Hong X, et al. The association between vaginal microbiota and female infertility: a systematic review and meta-analysis. The association between vaginal microbiota and female infertility: a systematic review and meta-analysis. 2020; 302:569-578. doi: 10.1007/s00404-020-05675-3",N/A,2020
Vaginal Microbiota Evaluation and Lactobacilli Quantification by qPCR in Pregnant and Non-pregnant Women: A Pilot Study.,"Pacha-Herrera D, Vasco G, Cruz-Betancourt C, Galarza JM, Barragán V, Machado A",10.3389/fcimb.2020.00303,https://ncbi.nlm.nih.gov/pubmed/32637367,Front Cell Infect Microbiol,32637367,"Pacha-Herrera D, et al. Vaginal Microbiota Evaluation and Lactobacilli Quantification by qPCR in Pregnant and Non-pregnant Women: A Pilot Study. Vaginal Microbiota Evaluation and Lactobacilli Quantification by qPCR in Pregnant and Non-pregnant Women: A Pilot Study. 2020; 10:303. doi: 10.3389/fcimb.2020.00303",N/A,2020
Biosurfactant from vaginal Lactobacillus crispatus BC1 as a promising agent to interfere with Candida adhesion.,"De Gregorio PR, Parolin C, Abruzzo A, Luppi B, Protti M, Mercolini L, Silva JA, Giordani B, Marangoni A, Nader-Macías MEF, Vitali B",10.1186/s12934-020-01390-5,https://ncbi.nlm.nih.gov/pubmed/32552788,Microb Cell Fact,32552788,"De Gregorio PR, et al. Biosurfactant from vaginal Lactobacillus crispatus BC1 as a promising agent to interfere with Candida adhesion. Biosurfactant from vaginal Lactobacillus crispatus BC1 as a promising agent to interfere with Candida adhesion. 2020; 19:133. doi: 10.1186/s12934-020-01390-5",N/A,2020
Taxonomic and Functional Differences in Cervical Microbiome Associated with Cervical Cancer Development.,"Tango CN, Seo SS, Kwon M, Lee DO, Chang HK, Kim MK",10.1038/s41598-020-66607-4,https://ncbi.nlm.nih.gov/pubmed/32546712,Sci Rep,32546712,"Tango CN, et al. Taxonomic and Functional Differences in Cervical Microbiome Associated with Cervical Cancer Development. Taxonomic and Functional Differences in Cervical Microbiome Associated with Cervical Cancer Development. 2020; 10:9720. doi: 10.1038/s41598-020-66607-4",N/A,2020
"Introducing Lu-1, a Novel Lactobacillus jensenii Phage Abundant in the Urogenital Tract.","Miller-Ensminger T, Mormando R, Maskeri L, Shapiro JW, Wolfe AJ, Putonti C",10.1371/journal.pone.0234159,https://ncbi.nlm.nih.gov/pubmed/32525961,PLoS One,32525961,"Miller-Ensminger T, et al. Introducing Lu-1, a Novel Lactobacillus jensenii Phage Abundant in the Urogenital Tract. Introducing Lu-1, a Novel Lactobacillus jensenii Phage Abundant in the Urogenital Tract. 2020; 15:e0234159. doi: 10.1371/journal.pone.0234159",N/A,2020
Characterization of the Vaginal Microbiome in Women of Reproductive Age From 5 Regions in Brazil.,"Marconi C, El-Zein M, Ravel J, Ma B, Lima MD, Carvalho NS, Alves RRF, Parada CMGL, Leite SHM, Giraldo PC, Gonçalves AK, Franco EL, Silva MG",10.1097/OLQ.0000000000001204,https://ncbi.nlm.nih.gov/pubmed/32520883,Sex Transm Dis,32520883,"Marconi C, et al. Characterization of the Vaginal Microbiome in Women of Reproductive Age From 5 Regions in Brazil. Characterization of the Vaginal Microbiome in Women of Reproductive Age From 5 Regions in Brazil. 2020; 47:562-569. doi: 10.1097/OLQ.0000000000001204",N/A,2020
Characterization of vaginal microbiota in Chinese women with cervical squamous intra-epithelial neoplasia.,"Wu M, Gao J, Wu Y, Li Y, Chen Y, Zhao F, Li C, Ying C",10.1136/ijgc-2020-001341,https://ncbi.nlm.nih.gov/pubmed/32499394,Int J Gynecol Cancer,32499394,"Wu M, et al. Characterization of vaginal microbiota in Chinese women with cervical squamous intra-epithelial neoplasia. Characterization of vaginal microbiota in Chinese women with cervical squamous intra-epithelial neoplasia. 2020; 30:1500-1504. doi: 10.1136/ijgc-2020-001341",N/A,2020
Ecological succession in the vaginal microbiota during pregnancy and birth.,"Rasmussen MA, Thorsen J, Dominguez-Bello MG, Blaser MJ, Mortensen MS, Brejnrod AD, Shah SA, Hjelmsø MH, Lehtimäki J, Trivedi U, Bisgaard H, Sørensen SJ, Stokholm J",10.1038/s41396-020-0686-3,https://ncbi.nlm.nih.gov/pubmed/32488167,ISME J,32488167,"Rasmussen MA, et al. Ecological succession in the vaginal microbiota during pregnancy and birth. Ecological succession in the vaginal microbiota during pregnancy and birth. 2020; 14:2325-2335. doi: 10.1038/s41396-020-0686-3",N/A,2020
Alterations in Vaginal Microbiota and Associated Metabolome in Women with Recurrent Implantation Failure.,"Fu M, Zhang X, Liang Y, Lin S, Qian W, Fan S",10.1128/mBio.03242-19,https://ncbi.nlm.nih.gov/pubmed/32487762,mBio,32487762,"Fu M, et al. Alterations in Vaginal Microbiota and Associated Metabolome in Women with Recurrent Implantation Failure. Alterations in Vaginal Microbiota and Associated Metabolome in Women with Recurrent Implantation Failure. 2020; 11:(unknown pages). doi: 10.1128/mBio.03242-19",N/A,2020
The human tumor microbiome is composed of tumor type-specific intracellular bacteria.,"Nejman D, Livyatan I, Fuks G, Gavert N, Zwang Y, Geller LT, Rotter-Maskowitz A, Weiser R, Mallel G, Gigi E, Meltser A, Douglas GM, Kamer I, Gopalakrishnan V, Dadosh T, Levin-Zaidman S, Avnet S, Atlan T, Cooper ZA, Arora R, Cogdill AP, Khan MAW, Ologun G, Bussi Y, Weinberger A, Lotan-Pompan M, Golani O, Perry G, Rokah M, Bahar-Shany K, Rozeman EA, Blank CU, Ronai A, Shaoul R, Amit A, Dorfman T, Kremer R, Cohen ZR, Harnof S, Siegal T, Yehuda-Shnaidman E, Gal-Yam EN, Shapira H, Baldini N, Langille MGI, Ben-Nun A, Kaufman B, Nissan A, Golan T, Dadiani M, Levanon K, Bar J, Yust-Katz S, Barshack I, Peeper DS, Raz DJ, Segal E, Wargo JA, Sandbank J, Shental N, Straussman R",10.1126/science.aay9189,https://ncbi.nlm.nih.gov/pubmed/32467386,Science,32467386,"Nejman D, et al. The human tumor microbiome is composed of tumor type-specific intracellular bacteria. The human tumor microbiome is composed of tumor type-specific intracellular bacteria. 2020; 368:973-980. doi: 10.1126/science.aay9189",N/A,2020
Poor Unstable Midgut Microbiome of Hard Ticks Contrasts With Abundant and Stable Monospecific Microbiome in Ovaries.,"Guizzo MG, Neupane S, Kucera M, Perner J, Frantová H, da Silva Vaz I, de Oliveira PL, Kopacek P, Zurek L",10.3389/fcimb.2020.00211,https://ncbi.nlm.nih.gov/pubmed/32457850,Front Cell Infect Microbiol,32457850,"Guizzo MG, et al. Poor Unstable Midgut Microbiome of Hard Ticks Contrasts With Abundant and Stable Monospecific Microbiome in Ovaries. Poor Unstable Midgut Microbiome of Hard Ticks Contrasts With Abundant and Stable Monospecific Microbiome in Ovaries. 2020; 10:211. doi: 10.3389/fcimb.2020.00211",N/A,2020
Indonesian children fecal microbiome from birth until weaning was different from microbiomes of their mothers.,"Khine WWT, Rahayu ES, See TY, Kuah S, Salminen S, Nakayama J, Lee YK",10.1080/19490976.2020.1761240,https://ncbi.nlm.nih.gov/pubmed/32453977,Gut Microbes,32453977,"Khine WWT, et al. Indonesian children fecal microbiome from birth until weaning was different from microbiomes of their mothers. Indonesian children fecal microbiome from birth until weaning was different from microbiomes of their mothers. 2020; 12:1761240. doi: 10.1080/19490976.2020.1761240",N/A,2020
The impact of cervical cytobrush sampling on cervico-vaginal immune parameters and microbiota relevant to HIV susceptibility.,"Mohammadi A, Bagherichimeh S, Perry MC, Fazel A, Tevlin E, Huibner S, Tharao W, Coburn B, Kaul R",10.1038/s41598-020-65544-6,https://ncbi.nlm.nih.gov/pubmed/32444843,Sci Rep,32444843,"Mohammadi A, et al. The impact of cervical cytobrush sampling on cervico-vaginal immune parameters and microbiota relevant to HIV susceptibility. The impact of cervical cytobrush sampling on cervico-vaginal immune parameters and microbiota relevant to HIV susceptibility. 2020; 10:8514. doi: 10.1038/s41598-020-65544-6",N/A,2020
"Sex Work Is Associated With Increased Vaginal Microbiome Diversity in Young Women From Mombasa, Kenya.","Sivro A, Mwatelah R, Kambaran C, Gebrebrhan H, Becker MG, Ma H, Klatt NR, Zevin AS, King'ola N, Wambua S, Gichangi P, Cheuk E, McLaren PJ, Mishra S, Becker M, McKinnon LR",10.1097/QAI.0000000000002406,https://ncbi.nlm.nih.gov/pubmed/32433252,J Acquir Immune Defic Syndr,32433252,"Sivro A, et al. Sex Work Is Associated With Increased Vaginal Microbiome Diversity in Young Women From Mombasa, Kenya. Sex Work Is Associated With Increased Vaginal Microbiome Diversity in Young Women From Mombasa, Kenya. 2020; 85:79-87. doi: 10.1097/QAI.0000000000002406",N/A,2020
Women's multisite microbial modulation during pregnancy.,"Sparvoli LG, Cortez RV, Daher S, Padilha M, Sun SY, Nakamura MU, Taddei CR",10.1016/j.micpath.2020.104230,https://ncbi.nlm.nih.gov/pubmed/32428665,Microb Pathog,32428665,"Sparvoli LG, et al. Women's multisite microbial modulation during pregnancy. Women's multisite microbial modulation during pregnancy. 2020; 147:104230. doi: 10.1016/j.micpath.2020.104230",N/A,2020
Effects on Vaginal Microbiota Restoration and Cervical Epithelialization in Positive HPV Patients Undergoing Vaginal Treatment with Carboxy-Methyl-Beta-Glucan.,"Lavitola G, Della Corte L, De Rosa N, Nappi C, Bifulco G",10.1155/2020/5476389,https://ncbi.nlm.nih.gov/pubmed/32420349,Biomed Res Int,32420349,"Lavitola G, et al. Effects on Vaginal Microbiota Restoration and Cervical Epithelialization in Positive HPV Patients Undergoing Vaginal Treatment with Carboxy-Methyl-Beta-Glucan. Effects on Vaginal Microbiota Restoration and Cervical Epithelialization in Positive HPV Patients Undergoing Vaginal Treatment with Carboxy-Methyl-Beta-Glucan. 2020; 2020:5476389. doi: 10.1155/2020/5476389",N/A,2020
Impact of a lactobacilli-containing gel on vulvovaginal candidosis and the vaginal microbiome.,"Oerlemans EFM, Bellen G, Claes I, Henkens T, Allonsius CN, Wittouck S, van den Broek MFL, Wuyts S, Kiekens F, Donders GGG, Lebeer S",10.1038/s41598-020-64705-x,https://ncbi.nlm.nih.gov/pubmed/32409699,Sci Rep,32409699,"Oerlemans EFM, et al. Impact of a lactobacilli-containing gel on vulvovaginal candidosis and the vaginal microbiome. Impact of a lactobacilli-containing gel on vulvovaginal candidosis and the vaginal microbiome. 2020; 10:7976. doi: 10.1038/s41598-020-64705-x",N/A,2020
Immunological fortification at our barrier organs: Protecting us as we age.,"Harker JA, Pallett LJ",10.1111/imm.13197,https://ncbi.nlm.nih.gov/pubmed/32400027,Immunology,32400027,Harker JA and Pallett LJ. Immunological fortification at our barrier organs: Protecting us as we age. Immunological fortification at our barrier organs: Protecting us as we age. 2020; 160:103-105. doi: 10.1111/imm.13197,N/A,2020
Recurrent UTIs in Girls: What Is the Role of the Microbiome?,"Curley T, Forster CS",10.1016/j.urology.2020.04.091,https://ncbi.nlm.nih.gov/pubmed/32389817,Urology,32389817,Curley T and Forster CS. Recurrent UTIs in Girls: What Is the Role of the Microbiome?. Recurrent UTIs in Girls: What Is the Role of the Microbiome?. 2021; 151:94-97. doi: 10.1016/j.urology.2020.04.091,N/A,2021
The neovaginal microbiome of transgender women post-gender reassignment surgery.,"Birse KD, Kratzer K, Zuend CF, Mutch S, Noël-Romas L, Lamont A, Abou M, Jalil E, Veloso V, Grinsztejn B, Friedman RK, Broliden K, Bradley F, Poliquin V, Li F, Yanavich C, Burgener A, Aldrovandi G",10.1186/s40168-020-00804-1,https://ncbi.nlm.nih.gov/pubmed/32370783,Microbiome,32370783,"Birse KD, et al. The neovaginal microbiome of transgender women post-gender reassignment surgery. The neovaginal microbiome of transgender women post-gender reassignment surgery. 2020; 8:61. doi: 10.1186/s40168-020-00804-1",N/A,2020
Pathobionts in the Vaginal Microbiota: Individual Participant Data Meta-Analysis of Three Sequencing Studies.,"van de Wijgert JHHM, Verwijs MC, Gill AC, Borgdorff H, van der Veer C, Mayaud P",10.3389/fcimb.2020.00129,https://ncbi.nlm.nih.gov/pubmed/32351902,Front Cell Infect Microbiol,32351902,"van de Wijgert JHHM, et al. Pathobionts in the Vaginal Microbiota: Individual Participant Data Meta-Analysis of Three Sequencing Studies. Pathobionts in the Vaginal Microbiota: Individual Participant Data Meta-Analysis of Three Sequencing Studies. 2020; 10:129. doi: 10.3389/fcimb.2020.00129",N/A,2020
The vaginal microbiota associates with the regression of untreated cervical intraepithelial neoplasia 2 lesions.,"Mitra A, MacIntyre DA, Ntritsos G, Smith A, Tsilidis KK, Marchesi JR, Bennett PR, Moscicki AB, Kyrgiou M",10.1038/s41467-020-15856-y,https://ncbi.nlm.nih.gov/pubmed/32332850,Nat Commun,32332850,"Mitra A, et al. The vaginal microbiota associates with the regression of untreated cervical intraepithelial neoplasia 2 lesions. The vaginal microbiota associates with the regression of untreated cervical intraepithelial neoplasia 2 lesions. 2020; 11:1999. doi: 10.1038/s41467-020-15856-y",N/A,2020
Association between polycystic ovary syndrome and the vaginal microbiome: A case-control study.,"Hong X, Qin P, Huang K, Ding X, Ma J, Xuan Y, Zhu X, Peng D, Wang B",10.1111/cen.14198,https://ncbi.nlm.nih.gov/pubmed/32311120,Clin Endocrinol (Oxf),32311120,"Hong X, et al. Association between polycystic ovary syndrome and the vaginal microbiome: A case-control study. Association between polycystic ovary syndrome and the vaginal microbiome: A case-control study. 2020; 93:52-60. doi: 10.1111/cen.14198",N/A,2020
Amoxicillin-induced gut dysbiosis influences estrous cycle in mice and cytokine expression in the ovary and the caecum.,"Silva EN, Martins TVF, Miyauchi-Tavares TM, Miranda BAE, Dos Santos GA, Rosa CP, Santos JA, Novaes RD, de Almeida LA, Corsetti PP",10.1111/aji.13247,https://ncbi.nlm.nih.gov/pubmed/32304259,Am J Reprod Immunol,32304259,"Silva EN, et al. Amoxicillin-induced gut dysbiosis influences estrous cycle in mice and cytokine expression in the ovary and the caecum. Amoxicillin-induced gut dysbiosis influences estrous cycle in mice and cytokine expression in the ovary and the caecum. 2020; 84:e13247. doi: 10.1111/aji.13247",N/A,2020
Microbiota composition and distribution along the female reproductive tract of women with endometriosis.,"Wei W, Zhang X, Tang H, Zeng L, Wu R",10.1186/s12941-020-00356-0,https://ncbi.nlm.nih.gov/pubmed/32299442,Ann Clin Microbiol Antimicrob,32299442,"Wei W, et al. Microbiota composition and distribution along the female reproductive tract of women with endometriosis. Microbiota composition and distribution along the female reproductive tract of women with endometriosis. 2020; 19:15. doi: 10.1186/s12941-020-00356-0",N/A,2020
Vaginal pH and microbiota during fluconazole maintenance treatment for recurrent vulvovaginal candidosis (RVVC).,"Donders GG, Grinceviciene S, Ruban K, Bellen G",10.1016/j.diagmicrobio.2020.115024,https://ncbi.nlm.nih.gov/pubmed/32253071,Diagn Microbiol Infect Dis,32253071,"Donders GG, et al. Vaginal pH and microbiota during fluconazole maintenance treatment for recurrent vulvovaginal candidosis (RVVC). Vaginal pH and microbiota during fluconazole maintenance treatment for recurrent vulvovaginal candidosis (RVVC). 2020; 97:115024. doi: 10.1016/j.diagmicrobio.2020.115024",N/A,2020
Microbiome-based body site of origin classification of forensically relevant blood traces.,"Díez López C, Montiel González D, Haas C, Vidaki A, Kayser M",10.1016/j.fsigen.2020.102280,https://ncbi.nlm.nih.gov/pubmed/32244163,Forensic Sci Int Genet,32244163,"Díez López C, et al. Microbiome-based body site of origin classification of forensically relevant blood traces. Microbiome-based body site of origin classification of forensically relevant blood traces. 2020; 47:102280. doi: 10.1016/j.fsigen.2020.102280",N/A,2020
A cross-sectional pilot study of birth mode and vaginal microbiota in reproductive-age women.,"Stennett CA, Dyer TV, He X, Robinson CK, Ravel J, Ghanem KG, Brotman RM",10.1371/journal.pone.0228574,https://ncbi.nlm.nih.gov/pubmed/32236123,PLoS One,32236123,"Stennett CA, et al. A cross-sectional pilot study of birth mode and vaginal microbiota in reproductive-age women. A cross-sectional pilot study of birth mode and vaginal microbiota in reproductive-age women. 2020; 15:e0228574. doi: 10.1371/journal.pone.0228574",N/A,2020
Comparative Genomics of Lactobacillus crispatus from the Gut and Vagina Reveals Genetic Diversity and Lifestyle Adaptation.,"Zhang Q, Zhang L, Ross P, Zhao J, Zhang H, Chen W",10.3390/genes11040360,https://ncbi.nlm.nih.gov/pubmed/32230824,Genes (Basel),32230824,"Zhang Q, et al. Comparative Genomics of Lactobacillus crispatus from the Gut and Vagina Reveals Genetic Diversity and Lifestyle Adaptation. Comparative Genomics of Lactobacillus crispatus from the Gut and Vagina Reveals Genetic Diversity and Lifestyle Adaptation. 2020; 11:(unknown pages). doi: 10.3390/genes11040360",N/A,2020
Cervicovaginal microbiome and natural history of HPV in a longitudinal study.,"Usyk M, Zolnik CP, Castle PE, Porras C, Herrero R, Gradissimo A, Gonzalez P, Safaeian M, Schiffman M, Burk RD, Costa Rica HPV Vaccine Trial (CVT) Group",10.1371/journal.ppat.1008376,https://ncbi.nlm.nih.gov/pubmed/32214382,PLoS Pathog,32214382,"Usyk M, et al. Cervicovaginal microbiome and natural history of HPV in a longitudinal study. Cervicovaginal microbiome and natural history of HPV in a longitudinal study. 2020; 16:e1008376. doi: 10.1371/journal.ppat.1008376",N/A,2020
Asymptomatic Bacterial Vaginosis Is Associated With Depletion of Mature Superficial Cells Shed From the Vaginal Epithelium.,"O'Hanlon DE, Gajer P, Brotman RM, Ravel J",10.3389/fcimb.2020.00106,https://ncbi.nlm.nih.gov/pubmed/32211347,Front Cell Infect Microbiol,32211347,"O'Hanlon DE, et al. Asymptomatic Bacterial Vaginosis Is Associated With Depletion of Mature Superficial Cells Shed From the Vaginal Epithelium. Asymptomatic Bacterial Vaginosis Is Associated With Depletion of Mature Superficial Cells Shed From the Vaginal Epithelium. 2020; 10:106. doi: 10.3389/fcimb.2020.00106",N/A,2020
Vaginal Microbiome of Pregnant Indian Women: Insights into the Genome of Dominant Lactobacillus Species.,"Mehta O, Ghosh TS, Kothidar A, Gowtham MR, Mitra R, Kshetrapal P, Wadhwa N, Thiruvengadam R, GARBH-Ini study group, Nair GB, Bhatnagar S, Das B",10.1007/s00248-020-01501-0,https://ncbi.nlm.nih.gov/pubmed/32206831,Microb Ecol,32206831,"Mehta O, et al. Vaginal Microbiome of Pregnant Indian Women: Insights into the Genome of Dominant Lactobacillus Species. Vaginal Microbiome of Pregnant Indian Women: Insights into the Genome of Dominant Lactobacillus Species. 2020; 80:487-499. doi: 10.1007/s00248-020-01501-0",N/A,2020
Pregnancy associates with alterations to the host and microbial proteome in vaginal mucosa.,"Farr Zuend C, Tobin NH, Vera T, Kotyrba L, Noël-Romas L, Birse K, Mutch S, Li F, Lee D, McCorrister S, Westmacott G, Aldrovandi GM, Burgener AD",10.1111/aji.13235,https://ncbi.nlm.nih.gov/pubmed/32196803,Am J Reprod Immunol,32196803,"Farr Zuend C, et al. Pregnancy associates with alterations to the host and microbial proteome in vaginal mucosa. Pregnancy associates with alterations to the host and microbial proteome in vaginal mucosa. 2020; 83:e13235. doi: 10.1111/aji.13235",N/A,2020
